"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","AWND","AWND_ATTRIBUTES","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DSND","DSND_ATTRIBUTES","DSNW","DSNW_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMSD","EMSD_ATTRIBUTES","EMSN","EMSN_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","FZF0","FZF0_ATTRIBUTES","FZF1","FZF1_ATTRIBUTES","FZF2","FZF2_ATTRIBUTES","FZF3","FZF3_ATTRIBUTES","FZF4","FZF4_ATTRIBUTES","FZF5","FZF5_ATTRIBUTES","FZF6","FZF6_ATTRIBUTES","FZF7","FZF7_ATTRIBUTES","FZF8","FZF8_ATTRIBUTES","FZF9","FZF9_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","PSUN","PSUN_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","TSUN","TSUN_ATTRIBUTES","WDF1","WDF1_ATTRIBUTES","WDF2","WDF2_ATTRIBUTES","WDF5","WDF5_ATTRIBUTES","WDFG","WDFG_ATTRIBUTES","WDFM","WDFM_ATTRIBUTES","WSF1","WSF1_ATTRIBUTES","WSF2","WSF2_ATTRIBUTES","WSF5","WSF5_ATTRIBUTES","WSFG","WSFG_ATTRIBUTES","WSFM","WSFM_ATTRIBUTES"
"USW00013893","1940","35.0564","-89.9865","77.4","MEMPHIS INTERNATIONAL AIRPORT, TN US","","","","","","","114","0","74","0","5","","1","0","","","","","12","0","204","0","45","0","","","102",",0,0123,","99",",0,0123,","85.3",",0,0924,","36.7","0,0729,","","","","","","","","","","","","","","","","","","","","","","","","","1013.5",",0","","","117",",0","","","21.33","0","","","","","","","","","","","","","","","","","","","","","","","",""
"USW00013893","1941","35.0564","-89.9865","77.4","MEMPHIS INTERNATIONAL AIRPORT, TN US","","","","","","","98","0","68","0","2","","3","0","0","0","64","0","0","0","212","0","90","0","-7.2","0,0119,","51",",0,0220,","43",",0,0224,+","65.8",",0,1017,","37.2","0,0810,+","0.0","0,1107","-2.8","0,1110","-4.4","0,1207","","","","","-1.1","0,0319","-3.3","0,0318","-5.0","0,0228","-6.7","0,0208","","","","","","","885.4",",0","","","122",",0","17.08","0","22.93","0","11.23","0","","","","","","","","","","","","","","","","","","","","","",""
"USW00013893","1942","35.0564","-89.9865","77.4","MEMPHIS INTERNATIONAL AIRPORT, TN US","","","1098.2","","1098.2","0","100","0","70","0","1","","0","0","0","0","59","0","10","0","216","0","62","0","-17.2","0,0108,","25",",0,0103,","20",",0,0103,","76.5",",0,0408,","38.3","0,0716,","-0.6","0,1127","-2.8","0,1203","-4.4","0,1204","","","","","0.0","0,0401","-5.0","0,0228","-5.0","0,0228","-7.2","0,0219","-15.0","0,0110","1781.6","","1781.6","0","1161.0",",0","","","20",",0","16.41","0","22.13","0","10.70","0","","","","","","","","","","","","","","","","","","","","","",""
"USW00013893","1943","35.0564","-89.9865","77.4","MEMPHIS INTERNATIONAL AIRPORT, TN US","","","1209.0","","1209.0","0","90","0","55","0","1","","0","0","0","0","67","0","8","0","204","0","81","0","-12.2","0,0119,","25",",0,0127,","0","T,0,1215,+","73.4",",0,0312,","40.6","0,0827,","-1.1","0,1017","-2.8","0,1110","-4.4","0,1117","-11.1","0,1215","-11.1","0,1215","-0.6","0,0415","-6.1","0,0308","-6.1","0,0308","-8.9","0,0307","-8.9","0,0307","1729.5","","1729.5","0","951.4",",0","","","0","T,0","16.56","0","22.41","0","10.71","0","","","","","","","","","","","","","","","","","","","","","",""
"USW00013893","1944","35.0564","-89.9865","77.4","MEMPHIS INTERNATIONAL AIRPORT, TN US","","","1178.6","","1178.6","0","113","0","77","0","2","","2","0","0","0","51","0","2","0","207","0","75","0","-12.2","0,0109,","76",",0,0108,","84",",0,0108,","100.6",",0,0208,","38.9","0,0718,","0.0","0,1121","-3.3","0,1130","-5.0","0,1201","-7.8","0,1214","","","-1.7","0,0405","-2.2","0,0309","-4.4","0,0215","-6.7","0,0213","-8.9","0,0110","1783.1","","1783.1","0","1458.5",",0","","","152",",0","16.74","0","22.35","0","11.13","0","","","","","","","","","","","","","","","","","","","","","",""
"USW00013893","1945","35.0564","-89.9865","77.4","MEMPHIS INTERNATIONAL AIRPORT, TN US","","","1051.5","","1051.5","0","126","0","84","0","0","","0","0","0","0","49","0","2","0","202","0","61","0","-11.7","0,1220,","0",",0,1231,+","0","T,0,0207,+","75.4",",0,1110,","37.8","0,0723,","-3.3","0,1122","-3.3","0,1122","-4.4","0,1210","-9.4","0,1216","-9.4","0,1216","0.0","0,0309","-3.3","0,0202","-5.6","0,0201","-6.7","0,0129","","","1751.4","","1751.4","0","1442.6",",0","","","0","T,0","16.42","0","21.91","0","10.93","0","","","","","","","","","","","","","","","","","","","","","",""
"USW00013893","1946","35.0564","-89.9865","77.4","MEMPHIS INTERNATIONAL AIRPORT, TN US","","","1020.8","","1020.8","0","111","0","80","0","0","","0","0","0","0","39","0","2","0","230","0","62","0","-11.7","0,0117,","0",",0,1231,+","0",",0,1231,+","111.8",",0,0108,","36.7","0,0809,","-0.6","0,1123","-2.2","0,1202","-5.6","0,1229","","","","","-0.6","0,0311","-6.7","0,0211","-6.7","0,0211","-6.7","0,0211","-8.9","0,0127","1626.7","","1626.7","0","1397.4",",0","","","0",",0","17.38","0","23.27","0","11.49","0","","","","","","","","","","","","","","","","","","","","","",""
"USW00013893","1947","35.0564","-89.9865","77.4","MEMPHIS INTERNATIONAL AIRPORT, TN US","","","1159.9","","1159.9","0","101","0","65","0","0","","0","0","0","0","70","0","4","0","206","0","80","0","-10.6","0,0209,+","0",",0,1231,+","0",",0,1231,+","111.8",",0,0622,","39.4","0,0804,","-0.6","0,1111","-2.2","0,1112","-5.6","0,1201","-6.7","0,1214","","","-2.8","0,0328","-2.8","0,0328","-7.2","0,0303","-7.2","0,0303","-8.9","0,0210","1728.5","","1728.5","0","1211.4",",0","","","0",",0","16.37","0","22.38","0","10.36","0","","","","","","","","","","","","","","","","","","","","","",""
"USW00013893","1948","35.0564","-89.9865","77.4","MEMPHIS INTERNATIONAL AIRPORT, TN US","","","1091.9","","1091.9","0","119","0","83","0","0","","0","0","0","0","66","0","15","0","224","0","78","0","-16.1","0,0119,+","0",",0,1231,+","0",",0,1231,+","83.6",",0,1118,","36.7","0,0707,","-0.6","0,1017","-2.2","0,1130","-6.7","0,1226","-6.7","0,1226","","","-1.1","0,0314","-6.1","0,0313","-6.1","0,0313","-6.7","0,0312","-10.0","0,0210","1863.1","","1863.1","0","1525.8",",0","","","0",",0","16.21","0","22.03","0","10.39","0","","","","","","","","","","","","","","","","","","","","","",""
"USW00013893","1949","35.0564","-89.9865","77.4","MEMPHIS INTERNATIONAL AIRPORT, TN US","","","1107.9","","1107.9","0","126","0","77","0","2","","2","0","0","0","49","0","3","0","218","0","62","0","-13.9","0,0201,","76",",0,0131,","86",",0,0130,","123.4",",0,0412,","36.7","0,0812,","-2.8","0,1101","-2.8","0,1101","-5.6","0,1122","","","","","-2.2","0,0319","-2.2","0,0319","-7.2","0,0202","-7.2","0,0202","-13.9","0,0201","1583.1","","1583.1","0","1454.7",",0","","","119",",0","16.98","0","22.65","0","11.31","0","","","","","","","","","","","","","","","","","","","","","",""
