"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","FZF0","FZF0_ATTRIBUTES","FZF1","FZF1_ATTRIBUTES","FZF2","FZF2_ATTRIBUTES","FZF3","FZF3_ATTRIBUTES","FZF5","FZF5_ATTRIBUTES","FZF6","FZF6_ATTRIBUTES","FZF7","FZF7_ATTRIBUTES","FZF8","FZF8_ATTRIBUTES","FZF9","FZF9_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES"
"USR0000ANOO","2002","32.6678","-109.7881","1501.1","NOON CREEK ARIZONA, AZ US","1186.3","","1186.3","U","0","U","31","U","0","U","220","U","82","U","-6.7","U,0131,","40.0","U,0702,+","-0.6","U,1218","-2.2","U,1219","","","","","-1.1","U,0317","-2.2","U,0304","-5.6","U,0303","-6.7","U,0131","","","","","","","17.64","U","24.11","U","11.16","U"
"USR0000ANOO","2003","32.6678","-109.7881","1501.1","NOON CREEK ARIZONA, AZ US","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1431.2","","1431.2","U","","","","","",""
"USR0000ANOO","2005","32.6678","-109.7881","1501.1","NOON CREEK ARIZONA, AZ US","1040.9","","1040.9","U","0","U","17","U","0","U","211","U","63","U","-3.9","U,1128,","38.3","U,0717,","-1.1","U,1127","-3.9","U,1128","","","","","-1.7","U,0316","-2.2","U,0113","","","","","","","1678.6","","1678.6","U","17.17","U","22.82","U","11.52","U"
"USR0000ANOO","2006","32.6678","-109.7881","1501.1","NOON CREEK ARIZONA, AZ US","973.7","","973.7","U","0","U","23","U","0","U","216","U","58","U","-7.2","U,1130,","38.3","U,0714,","-3.3","U,1129","-3.3","U,1129","-7.2","U,1130","-7.2","U,1130","-0.6","U,0322","-3.9","U,0313","","","","","","","1260.1","","1260.1","U","17.23","U","23.18","U","11.29","U"
"USR0000ANOO","2007","32.6678","-109.7881","1501.1","NOON CREEK ARIZONA, AZ US","1095.5","","1095.5","U","0","U","41","U","0","U","238","U","73","U","-7.8","U,0114,","39.4","U,0703,+","0.0","U,1124","-2.2","U,1214","-4.4","U,1215","","","0.0","U,0304","-2.2","U,0301","-4.4","U,0123","-7.8","U,0114","","","1480.4","","1480.4","U","17.33","U","23.53","U","11.14","U"
"USR0000ANOO","2008","32.6678","-109.7881","1501.1","NOON CREEK ARIZONA, AZ US","907.4","","907.4","U","0","U","24","U","0","U","226","U","55","U","-6.7","U,1227,","37.8","U,0731,","0.0","U,1210","-3.9","U,1226","-6.7","U,1227","-6.7","U,1227","-1.1","U,0317","-2.2","U,0216","-5.0","U,0131","","","","","1479.5","","1479.5","U","16.78","U","22.93","U","10.63","U"
"USR0000ANOO","2009","32.6678","-109.7881","1501.1","NOON CREEK ARIZONA, AZ US","1027.0","","1027.0","U","0","U","25","U","0","U","222","U","71","U","-3.9","U,1225,","37.8","U,0804,+","-2.2","U,1029","-2.2","U,1029","","","","","0.0","U,0416","-3.3","U,0211","","","","","","","1310.3","","1310.3","U","17.24","U","23.35","U","11.14","U"
"USR0000ANOO","2010","32.6678","-109.7881","1501.1","NOON CREEK ARIZONA, AZ US","972.3","","972.3","U","0","U","21","U","1","U","205","U","64","U","-5.6","U,1231,","38.3","U,0606,","-3.3","U,1126","-3.3","U,1126","-5.6","U,1231","","","-1.1","U,0311","-3.9","U,0223","","","","","","","1686.3","","1686.3","U","16.59","U","22.57","U","10.60","U"
"USR0000ANOO","2011","32.6678","-109.7881","1501.1","NOON CREEK ARIZONA, AZ US","1184.0","","1184.0","U","0","U","25","U","0","U","227","U","98","U","-8.9","U,0202,","40.0","U,0627,","-1.7","U,1108","-4.4","U,1223","-4.4","U,1223","","","-0.6","U,0410","-5.0","U,0228","-5.0","U,0228","-8.9","U,0202","-8.9","U,0202","1309.4","","1309.4","U","17.56","U","24.00","U","11.12","U"
"USR0000ANOO","2012","32.6678","-109.7881","1501.1","NOON CREEK ARIZONA, AZ US","1198.0","","1198.0","U","0","U","20","U","0","U","234","U","88","U","-4.4","U,0320,","38.3","U,0630,+","-1.7","U,1111","-2.2","U,1219","","","","","0.0","U,0415","-4.4","U,0320","-4.4","U,0320","","","","","1399.2","","1399.2","U","18.09","U","24.38","U","11.80","U"
"USR0000ANOO","2013","32.6678","-109.7881","1501.1","NOON CREEK ARIZONA, AZ US","1046.0","","1046.0","U","0","U","43","U","0","U","231","U","72","U","-10.6","U,0115,","40.0","U,0627,","0.0","U,1123","-2.8","U,1125","","","","","-0.6","U,0310","-4.4","U,0225","-4.4","U,0225","-6.7","U,0221","-10.6","U,0115","1385.4","","1385.4","U","17.02","U","23.20","U","10.84","U"
"USR0000ANOO","2014","32.6678","-109.7881","1501.1","NOON CREEK ARIZONA, AZ US","1027.7","","1027.7","U","0","U","14","U","0","U","224","U","70","U","-3.3","U,1227,","37.8","U,0726,","-0.6","U,1117","-2.2","U,1226","","","","","0.0","U,0206","-2.2","U,0204","","","","","","","1261.4","","1261.4","U","17.86","U","23.85","U","11.88","U"
"USR0000ANOO","2016","32.6678","-109.7881","1501.1","NOON CREEK ARIZONA, AZ US","1040.5","","1040.5","U","0","U","24","U","0","U","242","U","67","U","-5.6","U,0203,","40.6","U,0619,","0.0","U,1128","-2.8","U,1218","","","","","-0.6","U,0205","-4.4","U,0204","-4.4","U,0204","","","","","1356.2","","1356.2","U","17.74","U","23.78","U","11.70","U"
"USR0000ANOO","2017","32.6678","-109.7881","1501.1","NOON CREEK ARIZONA, AZ US","1127.1","","1127.1","U","0","U","14","U","0","U","255","U","67","U","-3.3","U,1208,+","39.4","U,0620,","-1.7","U,1207","-3.3","U,1208","","","","","0.0","U,0225","-3.3","U,0128","","","","","","","1237.3","","1237.3","U","18.42","U","24.48","U","12.35","U"
