"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DSND","DSND_ATTRIBUTES","DSNW","DSNW_ATTRIBUTES","EMSD","EMSD_ATTRIBUTES","EMSN","EMSN_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES"
"USC00065131","1953","41.76667","-72.35","174.0","NATHAN HALE STATE FO, CT US","129","0","82","0","","","","","","","","","58.4",",0,0724,","1316.9",",0","",""
"USC00065131","1954","41.76667","-72.35","174.0","NATHAN HALE STATE FO, CT US","140","0","76","0","","","","","","","","","74.7",",0,0912,","1190.2",",0","",""
"USC00065131","1955","41.76667","-72.35","174.0","NATHAN HALE STATE FO, CT US","129","0","81","0","28","","11","0","76",",0,1120,+","76",",0,1120,","140.2",",0,0819,","1496.3",",0","579",",0"
"USC00065131","1956","41.76667","-72.35","174.0","NATHAN HALE STATE FO, CT US","145","0","101","0","85","","22","0","432",",0,0320,","246",",0,0317,","54.9",",0,0603,","1114.7",",0","1962",",0"
"USC00065131","1957","41.76667","-72.35","174.0","NATHAN HALE STATE FO, CT US","115","0","72","0","60","","14","0","330",",0,0119,+","132",",0,0129,","43.7",",0,1227,","934.7",",0","1216",",0"
"USC00065131","1958","41.76667","-72.35","174.0","NATHAN HALE STATE FO, CT US","130","0","87","0","","","","","","","","","66.3",",0,1129,","1369.9",",0","",""
"USC00065131","1959","41.76667","-72.35","174.0","NATHAN HALE STATE FO, CT US","143","0","86","0","40","","7","0","178",",0,0314,+","112",",0,0328,+","57.7",",0,0711,","1299.3",",0","779",",0"
