"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DSND","DSND_ATTRIBUTES","DSNW","DSNW_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMSD","EMSD_ATTRIBUTES","EMSN","EMSN_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","FZF0","FZF0_ATTRIBUTES","FZF1","FZF1_ATTRIBUTES","FZF2","FZF2_ATTRIBUTES","FZF3","FZF3_ATTRIBUTES","FZF4","FZF4_ATTRIBUTES","FZF5","FZF5_ATTRIBUTES","FZF6","FZF6_ATTRIBUTES","FZF7","FZF7_ATTRIBUTES","FZF8","FZF8_ATTRIBUTES","FZF9","FZF9_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES"
"USC00151080","1967","37.3417","-83.4706","237.7","BUCKHORN LAKE, KY US","","","","","113","0","85","0","13","","13","0","","","","","","","","","","","","","152",",0,0208,+","140",",0,0207,","56.9",",0,0515,","","","","","","","","","","","","","","","","","","","","","","","","","","","1196.5",",0","595",",0","","","","","",""
"USC00151080","1968","37.3417","-83.4706","237.7","BUCKHORN LAKE, KY US","","","","","124","0","95","0","12","","5","0","","","","","","","","","","","","","76",",0,0301,+","76",",0,0301,","36.8",",0,0405,+","","","","","","","","","","","","","","","","","","","","","","","","","","","1017.3",",0","272",",0","","","","","",""
"USC00151080","1969","37.3417","-83.4706","237.7","BUCKHORN LAKE, KY US","","","","","102","0","74","0","18","","7","0","","","","","","","","","","","","","152",",0,1226,","152",",0,1226,","52.8",",0,1230,","","","","","","","","","","","","","","","","","","","","","","","","","","","914.2",",0","480",",0","","","","","",""
"USC00151080","1970","37.3417","-83.4706","237.7","BUCKHORN LAKE, KY US","","","","","117","0","92","0","13","","6","0","","","","","","","","","","","","","76",",0,0103,","89",",0,0215,","57.2",",0,1030,","","","","","","","","","","","","","","","","","","","","","","","","","","","1036.8",",0","345",",0","","","","","",""
"USC00151080","1971","37.3417","-83.4706","237.7","BUCKHORN LAKE, KY US","","","","","111","0","88","0","13","","3","0","","","","","","","","","","","","","127",",0,0102,","76",",0,0209,","89.2",",0,0507,","","","","","","","","","","","","","","","","","","","","","","","","","","","1085.7",",0","165",",0","","","","","",""
"USC00151080","1972","37.3417","-83.4706","237.7","BUCKHORN LAKE, KY US","","","","","121","0","107","0","","","","","","","","","","","","","","","","","","","","","95.3",",0,0928,","","","","","","","","","","","","","","","","","","","","","","","","","","","1535.6",",0","","","","","","","",""
"USC00151080","1973","37.3417","-83.4706","237.7","BUCKHORN LAKE, KY US","","","","","118","0","95","0","12","","1","0","","","","","","","","","","","","","51",",0,0109,+","38",",0,0108,","49.8",",0,1128,","","","","","","","","","","","","","","","","","","","","","","","","","","","1177.7",",0","116",",0","","","","","",""
"USC00151080","1974","37.3417","-83.4706","237.7","BUCKHORN LAKE, KY US","","","","","116","0","100","0","","","","","","","","","","","","","","","","","","","","","69.9",",0,0622,","","","","","","","","","","","","","","","","","","","","","","","","","","","1421.4",",0","","","","","","","",""
"USC00151080","1975","37.3417","-83.4706","237.7","BUCKHORN LAKE, KY US","","","","","118","0","106","0","9","","5","0","","","","","","","","","","","","","254",",0,0114,+","254",",0,0113,","73.4",",0,0313,","","","","","","","","","","","","","","","","","","","","","","","","","","","1395.0",",0","406",",0","","","","","",""
"USC00151080","1976","37.3417","-83.4706","237.7","BUCKHORN LAKE, KY US","","","","","106","0","94","0","19","","12","0","","","","","","","","","","","","","51",",0,1231,","38",",0,1231,","54.6",",0,0321,","","","","","","","","","","","","","","","","","","","","","","","","","","","1076.5",",0","313",",0","","","","","",""
