"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DSND","DSND_ATTRIBUTES","DSNW","DSNW_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMSD","EMSD_ATTRIBUTES","EMSN","EMSN_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","FZF0","FZF0_ATTRIBUTES","FZF1","FZF1_ATTRIBUTES","FZF2","FZF2_ATTRIBUTES","FZF3","FZF3_ATTRIBUTES","FZF5","FZF5_ATTRIBUTES","FZF6","FZF6_ATTRIBUTES","FZF7","FZF7_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES"
"USC00047880","1904","37.99833","-122.53722","36.6","SAN RAFAEL CIVIC CEN, CA US","","","","","68","6","61","6","0","","0","6","","","","","","","","","","","","","0",",6,1231,+","0",",6,1231,+","160.5",",6,0212,","","","","","","","","","","","","","","","","","","","","","1305.9",",6","0",",6","","","","","",""
"USC00047880","1948","37.99833","-122.53722","36.6","SAN RAFAEL CIVIC CEN, CA US","138.1","","138.1","0","85","0","54","0","","","0","0","0","0","6","0","0","0","176","0","15","0","-2.2","0,1223,","","","0","T,0,1226,","65.5",",0,1205,","38.3","0,0714,","-1.1","0,1222","-2.2","0,1223","","","","","-0.6","6,0207","","","","","1592.6","","1592.6","0","691.7",",0","0","T,0","14.22","0","20.51","0","7.94","0"
"USC00047880","1949","37.99833","-122.53722","36.6","SAN RAFAEL CIVIC CEN, CA US","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1638.1","","1638.1","0","","","","","","","","","",""
"USC00047880","1951","37.99833","-122.53722","36.6","SAN RAFAEL CIVIC CEN, CA US","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1340.6","","1340.6","","","","","","","","","","",""
"USC00047880","1952","37.99833","-122.53722","36.6","SAN RAFAEL CIVIC CEN, CA US","","","","","74","0","54","0","0","","0","0","","","","","","","","","","","","","0",",0,1231,+","0","T,0,0117,+","145.8",",0,1207,","","","","","","","","","","","","","","","","","","","","","1356.1",",0","0","T,0","","","","","",""
"USC00047880","1954","37.99833","-122.53722","36.6","SAN RAFAEL CIVIC CEN, CA US","","","","","61","0","39","0","0","","0","0","","","","","","","","","","","","","0",",0,1231,+","0",",0,1231,+","75.4",",0,0117,","","","","","","","","","","","","","","","","","","","","","968.2",",0","0",",0","","","","","",""
"USC00047880","1955","37.99833","-122.53722","36.6","SAN RAFAEL CIVIC CEN, CA US","","","","","63","0","40","0","0","","0","0","0","0","9","0","","","","","","","-0.6","0,0228,+","0",",0,1231,+","0",",0,1231,+","122.4",",0,1223,","","","0.0","0,1228","","","","","","","0.0","0,0301","","","","","","","","","1008.6",",0","0",",0","","","","","7.12","0"
"USC00047880","1958","37.99833","-122.53722","36.6","SAN RAFAEL CIVIC CEN, CA US","332.3","","332.3","0","77","0","55","0","0","","0","0","0","0","0","0","0","0","217","0","26","0","1.7","0,1117,","0",",0,1231,+","0",",0,1231,+","92.2",",0,0402,","42.8","0,0906,","","","","","","","","","","","","","","","","","","","1206.1",",0","0",",0","16.08","0","22.51","0","9.64","0"
"USC00047880","1959","37.99833","-122.53722","36.6","SAN RAFAEL CIVIC CEN, CA US","347.2","","347.2","0","38","0","24","0","0","","0","0","0","0","0","0","0","0","236","0","29","0","1.1","0,0209,","0",",0,1231,+","0",",0,1231,+","111.5",",0,0918,","41.1","0,0711,","","","","","","","","","","","","","","","1008.1","","1008.1","0","648.0",",0","0",",0","16.38","0","23.42","0","9.34","0"
"USC00047880","1961","37.99833","-122.53722","36.6","SAN RAFAEL CIVIC CEN, CA US","346.2","","346.2","0","49","0","35","0","0","","0","0","0","0","4","0","0","0","189","0","37","0","-1.1","0,0102,","0",",0,1231,+","0",",0,1231,+","51.3",",0,1120,","43.3","0,0615,+","","","","","","","","","0.0","0,0107","","","","","1401.6","","1401.6","0","616.8",",0","0",",0","15.41","0","21.97","0","8.83","0"
