"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DSND","DSND_ATTRIBUTES","DSNW","DSNW_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMSD","EMSD_ATTRIBUTES","EMSN","EMSN_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","FZF0","FZF0_ATTRIBUTES","FZF1","FZF1_ATTRIBUTES","FZF2","FZF2_ATTRIBUTES","FZF3","FZF3_ATTRIBUTES","FZF4","FZF4_ATTRIBUTES","FZF5","FZF5_ATTRIBUTES","FZF6","FZF6_ATTRIBUTES","FZF7","FZF7_ATTRIBUTES","FZF8","FZF8_ATTRIBUTES","FZF9","FZF9_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","WDMV","WDMV_ATTRIBUTES"
"USC00058793","1982","37.3822","-102.2986","1212.5","WALSH 1 W, CO US","599.3","","599.3","0","69","0","47","0","","","5","0","7","0","136","0","21","0","177","0","56","0","-28.3","0,0205,","","","76",",0,0212,","109.2",",0,0708,","38.9","0,0717,","-1.7","0,1011","-2.2","0,1020","-7.8","0,1103","-7.8","0,1103","-12.8","0,1124","-1.7","0,0423","-3.3","0,0421","-8.9","0,0407","-8.9","0,0407","-8.9","0,0407","2592.5","","2592.5","0","556.2",",0","284",",0","11.93","0","19.91","0","3.96","0","",""
"USC00058793","1983","37.3822","-102.2986","1212.5","WALSH 1 W, CO US","745.5","","745.5","0","59","0","33","0","39","","11","0","9","0","145","0","37","0","179","0","86","0","-27.2","0,1229,","254",",0,0117,","508",",0,0404,","33.5",",0,0520,","40.0","0,0622,+","-0.6","0,0921","-2.2","0,1030","-7.2","0,1110","-7.2","0,1110","-12.2","0,1127","-1.1","0,0503","-2.8","0,0416","-4.4","0,0415","-7.2","0,0414","-15.0","0,0321","2896.3","","2896.3","0","295.9",",0","1299",",0","11.45","0","19.18","0","3.71","0","",""
"USC00058793","1984","37.3822","-102.2986","1212.5","WALSH 1 W, CO US","638.7","","638.7","0","63","0","40","0","","","14","0","5","0","158","0","15","0","164","0","72","0","-31.7","0,0118,","","","318",",0,0219,","29.2",",0,0429,","38.3","0,0821,+","-0.6","0,0928","-4.4","0,0929","-4.4","0,0929","-6.7","0,1119","-11.1","0,1127","-1.7","0,0430","-5.0","0,0427","-5.0","0,0427","-6.7","0,0329","-9.4","0,0310","3211.3","","3211.3","0","417.2",",0","1133",",0","11.54","0","19.32","0","3.76","0","",""
"USC00058793","1985","37.3822","-102.2986","1212.5","WALSH 1 W, CO US","615.9","","615.9","0","","","","","","","","","12","0","145","0","30","0","182","0","69","0","-23.3","0,1201,+","","","","","","","40.6","0,0609,","-4.4","0,0929","-4.4","0,0929","-4.4","0,0929","-6.7","0,0930","-9.4","0,1115","0.0","0,0408","-4.4","0,0406","-4.4","0,0406","-7.8","0,0331","-10.6","0,0305","2759.1","","2759.1","0","","","","","11.36","0","19.69","0","3.03","0","",""
"USC00058793","1986","37.3822","-102.2986","1212.5","WALSH 1 W, CO US","523.2","","523.2","0","59","0","40","0","","","5","0","4","0","135","0","12","0","191","0","46","0","-23.3","0,0212,","","","58",",0,0209,","66.3",",0,0823,","38.3","0,0705,","0.0","0,1011","-3.3","0,1012","-7.2","0,1013","-7.2","0,1013","-9.4","0,1110","-0.6","0,0509","-3.9","0,0415","-7.2","0,0414","-7.2","0,0414","-9.4","0,0214","2798.4","","2798.4","0","580.3",",0","200",",0","12.44","0","20.52","0","4.36","0","",""
"USC00058793","1987","37.3822","-102.2986","1212.5","WALSH 1 W, CO US","541.4","","541.4","0","67","0","40","0","","","13","0","3","0","147","0","20","0","189","0","57","0","-23.3","0,1227,","","","178",",0,0116,","41.1",",0,0912,","38.3","0,0822,+","0.0","0,1007","-2.2","0,1011","-5.6","0,1108","-7.8","0,1109","-10.6","0,1110","0.0","0,0422","-2.8","0,0406","-4.4","0,0403","-14.4","0,0330","-14.4","0,0330","2874.7","","2874.7","0","471.8",",0","858",",0","11.93","0","19.98","0","3.88","0","",""
"USC00058793","1988","37.3822","-102.2986","1212.5","WALSH 1 W, CO US","629.6","","629.6","0","61","0","29","0","","","10","0","6","0","145","0","23","0","191","0","66","0","-26.1","0,0107,","","","229",",0,0402,","74.9",",0,0531,","39.4","0,0715,","-1.7","0,1028","-3.9","0,1029","-4.4","0,1110","-9.4","0,1116","-9.4","0,1116","-1.1","0,0504","-2.2","0,0423","-4.4","0,0326","-8.3","0,0325","-10.6","0,0318","3068.0","","3068.0","0","455.7",",0","786",",0","11.78","0","20.07","0","3.48","0","",""
"USC00058793","1989","37.3822","-102.2986","1212.5","WALSH 1 W, CO US","531.2","","531.2","0","63","0","37","0","4","","4","0","14","0","144","0","22","0","199","0","50","0","-28.9","0,1222,","76",",0,1217,","76",",0,1217,","40.9",",0,0609,","37.8","0,0712,","-2.2","0,1018","-2.2","0,1018","-7.8","0,1019","-7.8","0,1019","-10.0","0,1102","-0.6","0,0501","-3.3","0,0412","-5.0","0,0411","-8.9","0,0410","-8.9","0,0410","2834.7","","2834.7","0","492.3",",0","216",",0","11.49","0","19.88","0","3.09","0","",""
"USC00058793","1990","37.3822","-102.2986","1212.5","WALSH 1 W, CO US","670.8","","670.8","0","68","0","32","0","","","11","0","8","0","142","0","26","0","191","0","67","0","-27.2","0,1222,","","","254",",0,0119,","48.3",",0,0721,","41.7","0,0629,","-3.3","0,1009","-3.3","0,1009","-5.0","0,1021","-8.3","0,1128","-10.0","0,1129","-1.7","0,0510","-3.3","0,0430","-5.0","0,0407","-6.7","0,0406","-8.9","0,0324","3025.1","","3025.1","0","434.9",",0","1085",",0","12.03","0","20.05","0","4.02","0","",""
"USC00058793","1991","37.3822","-102.2986","1212.5","WALSH 1 W, CO US","618.8","","618.8","0","74","0","41","0","24","","10","0","1","0","150","0","20","0","183","0","57","0","-21.7","0,1103,","279",",0,1103,","114",",0,1101,+","37.3",",0,0606,","40.0","0,0708,","-2.2","0,1005","-2.2","0,1005","-4.4","0,1026","-11.7","0,1029","-11.7","0,1029","0.0","0,0505","-2.2","0,0415","-5.0","0,0413","-7.8","0,0329","-9.4","0,0314","2816.0","","2816.0","0","447.9",",0","651",",0","12.07","0","19.97","0","4.17","0","",""
"USC00058793","1992","37.3822","-102.2986","1212.5","WALSH 1 W, CO US","423.8","","423.8","0","78","0","34","0","19","","5","0","0","0","141","0","16","0","187","0","33","0","-15.6","0,1215,","76",",0,1128,+","89",",0,1125,+","43.7",",0,0626,","39.4","0,0708,","-1.7","0,1008","-2.2","0,1015","-5.0","0,1104","-10.0","0,1105","-10.0","0,1105","0.0","0,0426","-2.2","0,0403","-8.3","0,0401","-8.3","0,0401","-11.1","0,0310","2737.8","","2737.8","0","421.0",",0","351",",0","11.90","0","19.77","0","4.04","0","",""
"USC00058793","1993","37.3822","-102.2986","1212.5","WALSH 1 W, CO US","543.9","","543.9","0","77","0","47","0","36","","10","0","6","0","154","0","28","0","171","0","53","0","-21.7","0,0110,","127",",0,0218,+","102",",0,0404,+","34.8",",0,0618,","40.6","0,0709,","-2.2","0,1009","-2.2","0,1009","-6.1","0,1029","-13.3","0,1030","-13.3","0,1030","0.0","0,0502","-4.4","0,0421","-4.4","0,0421","-8.9","0,0314","-8.9","0,0314","3157.2","","3157.2","0","556.5",",0","710",",0","11.05","0","18.78","0","3.31","0","",""
"USC00058793","1994","37.3822","-102.2986","1212.5","WALSH 1 W, CO US","689.6","","689.6","0","73","0","49","0","20","","8","0","2","0","146","0","12","0","197","0","67","0","-18.3","0,0209,","152",",0,0428,","140",",0,0428,","81.3",",0,0814,","40.6","0,0702,","-0.6","0,1025","-4.4","0,1105","-4.4","0,1105","-7.2","0,1115","-11.1","0,1118","-2.2","0,0430","-2.2","0,0430","-8.3","0,0406","-8.3","0,0406","-10.0","0,0328","2925.2","","2925.2","0","642.8",",0","527",",0","12.66","0","20.97","0","4.35","0","",""
"USC00058793","1995","37.3822","-102.2986","1212.5","WALSH 1 W, CO US","585.3","","585.3","0","74","0","38","0","","","9","0","1","0","141","0","16","0","188","0","60","0","-20.0","0,1209,","","","64",",0,1218,","96.5",",0,0702,","38.9","0,0906,","-0.6","0,0921","-3.9","0,1020","-5.6","0,1024","-7.8","0,1104","-10.0","0,1111","-2.2","0,0427","-2.2","0,0427","-6.7","0,0412","-6.7","0,0412","-9.4","0,0411","2802.1","","2802.1","0","468.5",",0","413",",0","12.12","0","20.36","0","3.89","0","",""
"USC00058793","1996","37.3822","-102.2986","1212.5","WALSH 1 W, CO US","580.7","","580.7","0","75","0","33","0","14","","6","0","10","0","146","0","19","0","192","0","50","0","-28.3","0,0203,","102",",0,0204,+","76",",0,0202,","62.7",",0,0701,","38.9","0,0706,+","-3.3","0,1018","-3.3","0,1018","-4.4","0,1022","-10.0","0,1117","-10.0","0,1117","-3.3","0,0430","-3.3","0,0430","-5.6","0,0331","-9.4","0,0327","-9.4","0,0327","2795.9","","2795.9","0","531.1",",0","367",",0","11.99","0","20.42","0","3.56","0","",""
"USC00058793","1997","37.3822","-102.2986","1212.5","WALSH 1 W, CO US","627.6","","627.6","0","85","0","46","0","51","","16","0","2","0","149","0","31","0","187","0","60","0","-19.4","0,0112,","229",",0,1026,","216",",0,1026,","55.1",",0,0806,","39.4","0,0702,+","-1.7","0,1014","-9.4","0,1025","-9.4","0,1025","-9.4","0,1025","-9.4","0,1025","-1.1","0,0503","-4.4","0,0414","-4.4","0,0414","-10.0","0,0413","-10.0","0,0413","2896.2","","2896.2","0","526.0",",0","1255",",0","11.51","0","19.22","0","3.80","0","",""
"USC00058793","1998","37.3822","-102.2986","1212.5","WALSH 1 W, CO US","708.3","","708.3","0","71","0","42","0","","","7","0","3","0","136","0","16","0","195","0","73","0","-22.2","0,1224,","","","203",",0,0319,","92.2",",0,0727,","40.0","0,0630,+","-1.1","0,1018","-2.2","0,1105","-4.4","0,1110","-7.2","0,1111","-10.0","0,1208","0.0","0,0430","-2.8","0,0421","-6.7","0,0417","-6.7","0,0417","-13.3","0,0312","3051.5","","3051.5","0","739.5",",0","450",",0","12.62","0","20.62","0","4.61","0","",""
"USC00058793","1999","37.3822","-102.2986","1212.5","WALSH 1 W, CO US","587.9","","587.9","0","66","0","35","0","","","7","0","0","0","145","0","9","0","193","0","61","0","-16.1","0,0104,","","","203",",0,0319,","66.0",",0,1008,","38.3","0,0726,+","-1.1","0,0929","-2.2","0,1004","-5.0","0,1018","-6.7","0,1124","-12.8","0,1125","0.0","0,0418","-6.1","0,0417","-6.1","0,0417","-7.8","0,0320","-11.7","0,0314","2578.3","","2578.3","0","585.1",",0","619",",0","12.65","0","20.89","0","4.41","0","",""
"USC00058793","2000","37.3822","-102.2986","1212.5","WALSH 1 W, CO US","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2536.9","","2536.9","0","","","","","","","","","","","",""
"USC00058793","2001","37.3822","-102.2986","1212.5","WALSH 1 W, CO US","702.3","","702.3","0","70","0","39","0","","","14","0","1","0","137","0","22","0","193","0","74","0","-20.0","0,0120,","","","203",",0,0128,","38.6",",0,0608,","38.9","0,0708,","-1.7","0,1006","-2.2","0,1013","-4.4","0,1025","-6.7","0,1120","-10.0","0,1127","0.0","0,0421","-2.8","0,0414","-4.4","0,0324","-7.2","0,0316","-13.9","0,0301","","","","","482.5",",0","989",",0","12.43","0","20.48","0","4.37","0","",""
"USC00058793","2002","37.3822","-102.2986","1212.5","WALSH 1 W, CO US","793.1","","793.1","0","57","0","33","0","18","","3","0","1","0","150","0","19","0","193","0","79","0","-17.8","0,0302,","127",",0,1224,+","127",",0,0131,","63.8",",0,0830,","41.1","0,0819,","0.0","0,1013","-2.8","0,1015","-5.6","0,1030","-9.4","0,1126","-9.4","0,1126","-0.6","0,0428","-2.2","0,0422","-5.0","0,0404","-10.6","0,0326","-10.6","0,0326","2703.9","","2703.9","0","388.7",",0","366",",0","12.43","0","20.71","0","4.15","0","",""
"USC00058793","2003","37.3822","-102.2986","1212.5","WALSH 1 W, CO US","659.2","","659.2","0","71","0","43","0","","","5","0","1","0","127","0","12","0","191","0","66","0","-17.8","0,0207,","","","64",",0,1216,","38.4",",0,0605,","40.0","0,0808,+","-5.6","0,1026","-5.6","0,1026","-5.6","0,1026","-7.8","0,1107","-13.3","0,1123","-0.6","0,0421","-2.2","0,0409","-6.7","0,0408","-6.7","0,0408","-11.1","0,0310","2905.0","","2905.0","0","515.6",",0","301",",0","12.58","0","20.79","0","4.38","0","",""
"USC00058793","2004","37.3822","-102.2986","1212.5","WALSH 1 W, CO US","525.1","","525.1","0","80","0","46","0","21","","11","0","3","0","136","0","13","0","188","0","52","0","-24.4","0,1224,","152",",0,1224,","102",",0,1223,","55.4",",0,0618,","38.9","0,0608,","0.0","0,1014","-2.2","0,1030","-8.3","0,1103","-8.3","0,1103","-16.1","0,1130","-1.1","0,0514","-6.7","0,0413","-6.7","0,0413","-6.7","0,0413","-12.2","0,0225","2665.5","","2665.5","0","651.7",",0","547",",0","12.24","0","20.15","0","4.34","0","",""
"USC00058793","2005","37.3822","-102.2986","1212.5","WALSH 1 W, CO US","703.2","","703.2","0","74","0","33","0","19","","6","0","1","0","142","0","16","0","192","0","81","0","-22.2","0,1208,","127",",0,0131,","114",",0,0131,","32.0",",0,0812,","41.1","0,0721,","-1.1","0,1007","-4.4","0,1024","-4.4","0,1024","-11.1","0,1116","-11.1","0,1116","0.0","0,0501","-3.3","0,0413","-6.7","0,0327","-6.7","0,0327","-9.4","0,0209","2808.3","","2808.3","0","329.3",",0","467",",0","12.70","0","20.68","0","4.72","0","",""
"USC00058793","2006","37.3822","-102.2986","1212.5","WALSH 1 W, CO US","712.0","","712.0","0","62","0","39","0","25","","9","0","2","0","135","0","18","0","190","0","73","0","-20.6","0,0218,","711",",0,1231,","406",",0,1230,","40.9",",0,1230,","40.0","0,0621,","-2.2","0,1019","-2.2","0,1019","-7.2","0,1031","-7.2","0,1031","-10.0","0,1129","-2.8","0,0426","-2.8","0,0426","-6.1","0,0408","-8.3","0,0324","-9.4","0,0322","2573.4","","2573.4","0","510.7",",0","1159",",0","12.75","0","21.10","0","4.40","0","",""
"USC00058793","2007","37.3822","-102.2986","1212.5","WALSH 1 W, CO US","682.6","","682.6","0","61","0","26","0","71","","5","0","6","0","141","0","44","0","198","0","75","0","-21.7","0,0215,+","711",",0,0101,","127",",0,1222,","51.3",",0,0324,","39.4","0,0821,","-0.6","0,1019","-2.2","0,1026","-5.6","0,1106","-8.9","0,1115","-8.9","0,1115","0.0","0,0426","-3.9","0,0415","-6.1","0,0414","-8.9","0,0304","-8.9","0,0304","3245.7","","3245.7","0","318.4",",0","424",",0","11.40","0","19.18","0","3.63","0","",""
"USC00058793","2008","37.3822","-102.2986","1212.5","WALSH 1 W, CO US","621.3","","621.3","0","66","0","36","0","17","","5","0","3","0","157","0","15","0","180","0","60","0","-20.6","0,0101,","102",",0,0102,+","38",",0,0303,","38.4",",0,0813,","40.6","0,0802,+","-5.6","0,1024","-5.6","0,1024","-5.6","0,1024","-7.8","0,1115","-10.0","0,1205","-2.2","0,0511","-2.2","0,0511","-4.4","0,0324","-7.8","0,0308","-8.9","0,0304","2940.1","","2940.1","0","399.4",",0","205",",0","11.98","0","20.31","0","3.65","0","",""
"USC00058793","2009","37.3822","-102.2986","1212.5","WALSH 1 W, CO US","541.6","","541.6","0","74","0","39","0","12","","6","0","3","0","147","0","16","0","176","0","55","0","-21.1","0,1210,+","229",",0,0328,","178",",0,0327,","84.6",",0,1021,","38.9","0,0713,","-1.1","0,1002","-5.0","0,1010","-5.0","0,1010","-7.2","0,1201","-12.8","0,1203","0.0","0,0418","-4.4","0,0408","-4.4","0,0408","-8.3","0,0406","-11.7","0,0328","2744.3","","2744.3","0","713.5",",0","397",",0","11.69","0","19.78","0","3.61","0","",""
"USC00058793","2010","37.3822","-102.2986","1212.5","WALSH 1 W, CO US","728.5","","728.5","0","59","0","38","0","17","","9","0","1","0","156","0","11","0","189","0","72","0","-21.7","0,0108,","127",",0,0130,+","127",",0,0129,","45.5",",0,0923,","38.9","0,0611,","-0.6","0,1026","-2.8","0,1027","-5.0","0,1028","-6.7","0,1113","-8.9","0,1123","0.0","0,0514","-5.0","0,0408","-5.0","0,0408","-7.2","0,0325","-11.7","0,0223","3160.6","","3160.6","0","432.6",",0","523",",0","12.49","0","20.70","0","4.27","0","",""
"USC00058793","2011","37.3822","-102.2986","1212.5","WALSH 1 W, CO US","876.0","","876.0","7","67","7","29","7","","","","","12","7","142","7","29","7","191","7","95","7","-25.0","7,0203,","","","","","53.6",",7,1220,","41.1","7,0825,+","-1.1","K,1019","-2.8","K,1020","-5.0","K,1027","-6.7","7,1110","-12.8","7,1204","-0.6","K,0503","-2.8","K,0416","-4.4","K,0325","-7.2","K,0309","-10.0","K,0228","2768.6","","2768.6","7","286.2",",7","","","12.41","7","20.91","7","3.91","7","",""
"USC00058793","2012","37.3822","-102.2986","1212.5","WALSH 1 W, CO US","753.0","","753.0","7","58","7","33","7","","","","","1","7","121","7","9","7","206","7","79","7","-18.9","7,1226,","","","","","55.9",",7,0605,","41.1","7,0628,","-0.6","7,1008","-5.6","7,1027","-5.6","7,1027","-10.0","7,1112","-10.0","7,1112","-0.6","7,0416","-2.2","7,0320","-6.7","7,0309","-6.7","7,0309","-8.9","7,0226","2715.5","","2715.5","7","437.0",",7","","","13.36","7","21.83","7","4.89","7","",""
"USC00058793","2013","37.3822","-102.2986","1212.5","WALSH 1 W, CO US","784.0","","784.0","7","69","7","37","7","","","","","1","7","167","7","26","7","183","7","78","7","-17.8","7,1209,","","","","","85.3",",7,0912,","41.7","7,0612,+","0.0","7,1005","-2.8","7,1019","-7.8","7,1106","-7.8","7,1106","-9.4","7,1122","-1.1","7,0506","-2.2","7,0505","-4.4","7,0503","-8.3","7,0424","-11.1","7,0410","2960.0","","2960.0","7","448.8",",7","","","11.96","7","20.20","7","3.73","7","77678","7"
"USC00058793","2014","37.3822","-102.2986","1212.5","WALSH 1 W, CO US","685.1","","685.1","7","73","7","36","7","26","","8","7","9","7","144","7","23","7","192","7","67","7","-23.3","7,0106,","102",",7,1231,+","102",",7,1116,","33.0",",7,0730,","41.7","7,0726,","0.0","7,1029","-2.2","7,1105","-8.3","7,1111","-8.3","7,1111","-12.2","7,1112","0.0","7,0514","-5.6","7,0415","-5.6","7,0415","-6.7","7,0325","-12.2","7,0304","2993.6","","2993.6","7","408.2",",7","650",",7","12.19","7","20.51","7","3.87","7","75532","7"
"USC00058793","2015","37.3822","-102.2986","1212.5","WALSH 1 W, CO US","712.7","","712.7","7","84","7","47","7","42","","10","7","1","7","123","7","33","7","198","7","73","7","-18.9","7,0101,","178",",7,0223,","152",",7,0222,","51.6",",7,0709,","38.9","7,0622,","-0.6","7,1106","-2.2","7,1107","-4.4","7,1113","-10.0","7,1119","-10.0","7,1119","-1.1","7,0427","-3.9","7,0410","-4.4","7,0326","-12.2","7,0305","-12.2","7,0305","2787.5","","2787.5","7","639.8",",7","727",",7","12.72","7","20.52","7","4.93","7","70629","7"
"USC00058793","2016","37.3822","-102.2986","1212.5","WALSH 1 W, CO US","686.0","","686.0","7","54","7","31","7","10","","2","7","2","7","129","7","12","7","210","7","71","7","-25.6","7,1218,","76",",7,1219,+","64",",7,1218,+","49.0",",7,0702,","40.0","7,0724,","-3.3","7,1007","-3.3","7,1007","-4.4","7,1109","-10.6","7,1119","-10.6","7,1119","-1.7","7,0502","-5.0","7,0402","-5.0","7,0402","-6.7","7,0327","-12.8","7,0320","2650.0","","2650.0","7","468.2",",7","151",",7","13.17","7","21.89","7","4.46","7","66975","7"
"USC00058793","2017","37.3822","-102.2986","1212.5","WALSH 1 W, CO US","571.7","","571.7","7","74","7","50","7","18","","7","7","2","7","133","7","14","7","206","7","50","7","-21.7","7,0107,","432",",7,0501,+","305",",7,0430,","56.9",",7,0811,","38.9","7,0712,+","-1.7","7,1010","-2.2","7,1015","-7.8","7,1027","-7.8","7,1027","-12.2","7,1205","-1.1","7,0501","-2.2","7,0327","-7.2","7,0314","-7.2","7,0314","-8.9","7,0307","2530.8","","2530.8","7","742.6",",7","892",",7","12.81","7","21.11","7","4.52","7","60147","7"
