"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DSNW","DSNW_ATTRIBUTES","EMSN","EMSN_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES"
"US1MOBY0005","2007","36.75","-93.94","441.0","PURDY 4.8 SSW, MO US","102","N","75","N","2","N","51",",N,0201,","88.9",",N,0320,","1055.7",",N","84",",N"
"US1MOBY0005","2008","36.75","-93.94","441.0","PURDY 4.8 SSW, MO US","113","N","82","N","3","N","152",",N,0304,+","158.8",",N,0108,","1743.4",",N","355",",N"
"US1MOBY0005","2009","36.75","-93.94","441.0","PURDY 4.8 SSW, MO US","131","N","79","N","","","","","168.4",",N,1009,","1429.7",",N","",""
"US1MOBY0005","2010","36.75","-93.94","441.0","PURDY 4.8 SSW, MO US","103","N","64","N","","","","","101.9",",N,0902,","1034.8",",N","",""
"US1MOBY0005","2011","36.75","-93.94","441.0","PURDY 4.8 SSW, MO US","102","N","73","N","","","","","110.2",",N,0918,","1261.3",",N","",""
"US1MOBY0005","2012","36.75","-93.94","441.0","PURDY 4.8 SSW, MO US","76","N","50","N","","","","","42.2",",N,1014,","740.5",",N","",""
"US1MOBY0005","2015","36.75","-93.94","441.0","PURDY 4.8 SSW, MO US","114","N","75","N","","","","","188.0",",N,1227,","1660.8",",N","",""
"US1MOBY0005","2016","36.75","-93.94","441.0","PURDY 4.8 SSW, MO US","98","N","59","N","","","","","70.6",",N,0808,","794.7",",N","",""
"US1MOBY0005","2017","36.75","-93.94","441.0","PURDY 4.8 SSW, MO US","109","N","78","N","","","","","73.4",",N,0520,","1319.6",",N","",""
