"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","FZF0","FZF0_ATTRIBUTES","FZF1","FZF1_ATTRIBUTES","FZF2","FZF2_ATTRIBUTES","FZF3","FZF3_ATTRIBUTES","FZF4","FZF4_ATTRIBUTES","FZF5","FZF5_ATTRIBUTES","FZF6","FZF6_ATTRIBUTES","FZF7","FZF7_ATTRIBUTES","FZF8","FZF8_ATTRIBUTES","FZF9","FZF9_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES"
"USC00314987","1892","35.4083","-78.8208","45.7","LILLINGTON, NC US","","","","","104","6","78","6","","","","","","","","","","","","","46.7",",6,0716,","","","","","","","","","","","","","","","","","","","","","","","","","","","1202.6",",6","","","","","",""
"USC00314987","1893","35.4083","-78.8208","45.7","LILLINGTON, NC US","","","","","98","6","89","6","","","","","","","","","","","","","52.1",",6,0831,+","","","","","","","","","","","","","","","","","","","","","","","","","","","1294.3",",6","","","","","",""
"USC00314987","1916","35.4083","-78.8208","45.7","LILLINGTON, NC US","","","","","87","6","75","6","","","","","","","","","","","","","152.4",",6,0516,","","","","","","","","","","","","","","","","","","","","","","","","","","","1087.2",",6","","","","","",""
"USC00314987","1917","35.4083","-78.8208","45.7","LILLINGTON, NC US","793.8","","793.8","6","","","","","0","6","86","6","9","6","191","6","51","6","-17.2","6,1230,","","","37.8","6,0801,","0.0","6,1014","-2.2","6,1031","-7.8","6,1125","-7.8","6,1125","-9.4","6,1210","0.0","6,0410","-3.9","6,0319","-5.6","6,0214","-9.4","6,0213","-9.4","6,0213","1892.0","","1892.0","6","","","14.39","6","21.25","6","7.52","6"
"USC00314987","1918","35.4083","-78.8208","45.7","LILLINGTON, NC US","811.3","","811.3","6","59","6","54","6","1","6","79","6","7","6","230","6","53","6","-20.0","6,0104,","76.2",",6,0908,","38.9","6,0815,","-1.1","6,1103","-2.2","6,1120","-5.6","6,1226","","","","","0.0","6,0412","-2.8","6,0311","-4.4","6,0223","-8.3","6,0206","-11.1","6,0205","2172.1","","2172.1","6","1056.2",",6","15.44","6","22.38","6","8.49","6"
"USC00314987","1975","35.4083","-78.8208","45.7","LILLINGTON, NC US","","","","","127","6","82","6","","","","","","","","","","","","","50.3",",6,0714,","","","","","","","","","","","","","","","","","","","","","","","","","","","1310.0",",6","","","","","",""
"USC00314987","1985","35.4083","-78.8208","45.7","LILLINGTON, NC US","","","","","98","6","69","6","","","","","","","","","","","","","47.2",",6,0629,","","","","","","","","","","","","","","","","","","","","","","","","","","","916.0",",6","","","","","",""
"USC00314987","1986","35.4083","-78.8208","45.7","LILLINGTON, NC US","","","","","98","6","66","6","","","","","","","","","","","","","41.1",",6,1113,","","","","","","","","","","","","","","","","","","","","","","","","","","","727.5",",6","","","","","",""
"USC00314987","1988","35.4083","-78.8208","45.7","LILLINGTON, NC US","","","","","103","6","73","6","","","","","","","","","","","","","52.8",",6,1101,","","","","","","","","","","","","","","","","","","","","","","","","","","","925.5",",6","","","","","",""
"USC00314987","1990","35.4083","-78.8208","45.7","LILLINGTON, NC US","","","","","100","6","69","6","","","","","","","","","","","","","59.2",",6,1011,","","","","","","","","","","","","","","","","","","","","","","","","","","","1041.6",",6","","","","","",""
