"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DSND","DSND_ATTRIBUTES","DSNW","DSNW_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMSD","EMSD_ATTRIBUTES","EMSN","EMSN_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","FZF0","FZF0_ATTRIBUTES","FZF1","FZF1_ATTRIBUTES","FZF2","FZF2_ATTRIBUTES","FZF3","FZF3_ATTRIBUTES","FZF4","FZF4_ATTRIBUTES","FZF5","FZF5_ATTRIBUTES","FZF6","FZF6_ATTRIBUTES","FZF7","FZF7_ATTRIBUTES","FZF8","FZF8_ATTRIBUTES","FZF9","FZF9_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES"
"USC00346756","2010","36.14722","-97.28583","292.9","ORLANDO 5 E MESONET, OK US","1130.7","","1130.7","0","0","","0","0","2","0","104","0","13","0","213","0","80","0","-18.3","0,0109,","0",",0,1231,+","0",",0,1231,+","41.1","0,0802,","-0.6","0,1004","-2.8","0,1105","-5.6","0,1125","-8.3","0,1126","-10.6","0,1206","0.0","0,0408","-4.4","0,0322","-4.4","0,0322","-8.3","0,0224","-8.9","0,0217","","","","","867.4",",0","0",",0","15.22","0","21.91","0","8.52","0"
"USC00346756","2011","36.14722","-97.28583","292.9","ORLANDO 5 E MESONET, OK US","1383.9","","1383.9","K","","","","","3","K","103","K","12","K","220","K","109","K","-30.6","K,0210,","","","","","45.0","K,0824,","-0.6","K,1019","-2.2","K,1020","-6.1","K,1104","-6.7","K,1117","-10.0","K,1206","-2.2","K,0405","-2.2","K,0405","-7.8","K,0306","-7.8","K,0306","-17.2","K,0211","2212.1","","2212.1","K","","","","","15.84","K","23.56","K","8.12","K"
"USC00346756","2012","36.14722","-97.28583","292.9","ORLANDO 5 E MESONET, OK US","1260.5","","1260.5","7","","","","","0","7","94","7","4","7","228","7","99","7","-14.4","7,1229,","","","","","45.0","7,0801,","-1.1","7,1007","-3.3","7,1008","-5.6","7,1027","-7.2","7,1112","-11.1","7,1210","-2.2","K,0310","-2.2","K,0310","-6.1","K,0225","-11.1","K,0212","-11.1","K,0212","1853.6","","1853.6","7","","","","","16.80","7","24.56","7","9.04","7"
"USC00346756","2013","36.14722","-97.28583","292.9","ORLANDO 5 E MESONET, OK US","992.3","","992.3","7","","","","","1","7","120","7","11","7","196","7","70","7","-17.8","7,1210,","","","","","39.4","7,0831,","0.0","7,1018","-7.2","7,1112","-7.2","7,1112","-7.2","7,1112","-9.4","7,1113","-0.6","7,0503","-2.8","7,0411","-8.3","7,0326","-8.3","7,0326","-9.4","7,0223","2267.0","","2267.0","7","","","","","14.26","7","21.21","7","7.31","7"
"USC00346756","2014","36.14722","-97.28583","292.9","ORLANDO 5 E MESONET, OK US","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2530.0","","2530.0","7","","","","","","","","","",""
"USC00346756","2015","36.14722","-97.28583","292.9","ORLANDO 5 E MESONET, OK US","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","987.2",",","","","","","","","",""
"USC00346756","2017","36.14722","-97.28583","292.9","ORLANDO 5 E MESONET, OK US","995.1","","995.1","7","","","","","2","7","79","7","7","7","231","7","64","7","-20.6","7,0107,","","","","","40.6","7,0722,","-1.7","7,1027","-4.4","7,1028","-4.4","7,1028","-11.7","7,1207","-11.7","7,1207","-1.7","7,0315","-3.3","7,0314","-4.4","7,0303","-7.8","7,0209","-15.0","7,0108","1794.9","","1794.9","7","1063.7",",7","","","15.94","7","22.85","7","9.03","7"
