"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DSND","DSND_ATTRIBUTES","DSNW","DSNW_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMSD","EMSD_ATTRIBUTES","EMSN","EMSN_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","FZF0","FZF0_ATTRIBUTES","FZF1","FZF1_ATTRIBUTES","FZF2","FZF2_ATTRIBUTES","FZF3","FZF3_ATTRIBUTES","FZF4","FZF4_ATTRIBUTES","FZF5","FZF5_ATTRIBUTES","FZF6","FZF6_ATTRIBUTES","FZF7","FZF7_ATTRIBUTES","FZF8","FZF8_ATTRIBUTES","FZF9","FZF9_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES"
"USC00126830","1982","40.0738","-87.5066","186.2","PERRYSVILLE 4 WNW, IN US","416.3","","416.3","0","96","0","81","0","42","","8","0","16","0","127","0","46","0","160","0","8","0","-30.0","0,0117,","762",",0,0219,+","152",",0,0131,","42.9",",0,0719,","35.0","0,0718,","-0.6","0,1017","-3.9","0,1022","-4.4","0,1023","-7.8","0,1115","-15.0","0,1212","-0.6","0,0422","-2.8","0,0411","-10.0","0,0408","-10.0","0,0408","-10.0","0,0408","","","","","927.1",",0","546",",0","9.83","0","15.74","0","3.91","0"
"USC00126830","1983","40.0738","-87.5066","186.2","PERRYSVILLE 4 WNW, IN US","633.6","","633.6","0","112","0","83","0","26","","6","0","11","0","124","0","45","0","146","0","43","0","-27.8","0,1230,+","203",",0,1231,+","127",",0,1222,","54.4",",0,1022,","37.8","0,0724,+","0.0","0,0924","-2.8","0,1106","-5.0","0,1201","-8.3","0,1203","-8.9","0,1207","-1.1","0,0509","-2.8","0,0421","-4.4","0,0419","-9.4","0,0326","-9.4","0,0326","3046.2","","3046.2","0","945.4",",0","412",",0","10.56","0","16.13","0","4.99","0"
"USC00126830","1984","40.0738","-87.5066","186.2","PERRYSVILLE 4 WNW, IN US","476.6","","476.6","0","131","0","80","0","60","","6","0","7","0","125","0","39","0","149","0","19","0","-30.0","0,0121,","229",",0,0313,+","76",",0,0313,","49.3",",0,0526,","35.6","0,0710,","-0.6","0,1001","-2.8","0,1102","-5.6","0,1113","-6.7","0,1117","-13.9","0,1206","0.0","0,0516","-2.2","0,0331","-10.0","0,0313","-10.0","0,0313","-10.0","0,0313","3666.7","","3666.7","0","980.2",",0","307",",0","10.25","0","15.99","0","4.52","0"
"USC00126830","1985","40.0738","-87.5066","186.2","PERRYSVILLE 4 WNW, IN US","440.2","","440.2","0","118","0","80","0","56","","8","0","22","0","110","0","53","0","173","0","8","0","-32.2","0,0121,+","102",",0,0217,+","76",",0,0212,","71.6",",0,1119,","33.9","0,0908,","-2.8","0,1002","-2.8","0,1002","-6.1","0,1121","-11.7","0,1202","-11.7","0,1202","-2.8","0,0410","-2.8","0,0410","-5.6","0,0319","-7.8","0,0220","-9.4","0,0217","3123.3","","3123.3","0","1227.0",",0","342",",0","10.12","0","16.09","0","4.15","0"
"USC00126830","1986","40.0738","-87.5066","186.2","PERRYSVILLE 4 WNW, IN US","557.8","","557.8","0","104","0","65","0","","","","","7","0","120","0","38","0","173","0","23","0","-21.1","0,0216,+","","","","","59.9",",0,0606,","35.0","0,0726,+","0.0","0,1016","-2.2","0,1103","-5.0","0,1110","-12.8","0,1113","-12.8","0,1113","-5.6","0,0424","-5.6","0,0424","-5.6","0,0424","-9.4","0,0322","-9.4","0,0322","3229.1","","3229.1","0","892.2",",0","","","11.01","0","16.94","0","5.07","0"
"USC00126830","1987","40.0738","-87.5066","186.2","PERRYSVILLE 4 WNW, IN US","627.6","","627.6","0","105","0","66","0","25","","7","0","5","0","134","0","19","0","174","0","34","0","-23.9","0,0125,","178",",0,0129,+","178",",0,0110,","64.5",",0,0929,","35.0","0,0817,+","-0.6","0,1004","-3.9","0,1008","-5.0","0,1012","-6.7","0,1111","-10.0","0,1121","-3.3","0,0410","-3.3","0,0410","-5.6","0,0409","-7.2","0,0404","-8.9","0,0312","3079.1","","3079.1","0","948.8",",0","495",",0","11.61","0","17.81","0","5.40","0"
"USC00126830","1988","40.0738","-87.5066","186.2","PERRYSVILLE 4 WNW, IN US","690.3","","690.3","0","","","","","","","","","14","0","139","0","44","0","165","0","63","0","-25.0","0,0214,+","","","","","","","40.6","0,0818,","-1.1","0,1006","-3.3","0,1012","-6.1","0,1013","-7.2","0,1202","-8.9","0,1210","0.0","0,0429","-2.2","0,0419","-4.4","0,0319","-7.8","0,0315","-16.7","0,0306","3253.1","","3253.1","0","","","","","10.69","0","17.55","0","3.83","0"
"USC00126830","1989","40.0738","-87.5066","186.2","PERRYSVILLE 4 WNW, IN US","491.8","","491.8","0","106","0","62","0","","","","","17","0","146","0","44","0","159","0","17","0","-30.6","0,1222,","","","","","79.5",",0,0721,","35.6","0,0712,+","-0.6","0,0924","-2.2","0,1009","-5.6","0,1103","-7.8","0,1117","-8.9","0,1203","-1.7","0,0507","-2.2","0,0414","-5.6","0,0410","-10.6","0,0310","-10.6","0,0310","3338.8","","3338.8","0","1011.1",",0","","","9.82","0","15.87","0","3.77","0"
"USC00126830","1990","40.0738","-87.5066","186.2","PERRYSVILLE 4 WNW, IN US","486.9","","486.9","0","112","0","89","0","7","","4","0","4","0","123","0","14","0","161","0","17","0","-21.7","0,1224,","127",",0,1228,","178",",0,1228,","66.5",",0,1230,","36.1","0,0705,","-0.6","0,1011","-3.3","0,1026","-5.6","0,1108","-8.3","0,1205","-15.0","0,1223","-1.1","0,0419","-3.9","0,0418","-5.0","0,0407","-6.7","0,0321","-13.3","0,0226","3173.6","","3173.6","0","1359.6",",0","253",",0","11.66","0","17.58","0","5.73","0"
"USC00126830","1991","40.0738","-87.5066","186.2","PERRYSVILLE 4 WNW, IN US","738.0","","738.0","0","110","0","74","0","27","","4","0","4","0","118","0","30","0","174","0","49","0","-19.4","0,0123,+","102",",0,0201,+","76",",0,0130,","41.4",",0,0313,","37.8","0,0803,","-2.2","0,0920","-2.2","0,0920","-5.0","0,1020","-9.4","0,1103","-9.4","0,1103","-0.6","0,0422","-4.4","0,0331","-4.4","0,0331","-6.7","0,0309","-8.9","0,0227","2872.0","","2872.0","0","841.1",",0","193",",0","11.99","0","17.92","0","6.06","0"
