"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DSNW","DSNW_ATTRIBUTES","EMSN","EMSN_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES"
"US1KSSH0016","2006","39.3797","-101.8979","1153.1","GOODLAND 10.3 WNW, KS US","88","N","40","N","10","N","152",",N,1230,+","47.0",",N,0617,","509.7",",N","732",",N"
"US1KSSH0016","2007","39.3797","-101.8979","1153.1","GOODLAND 10.3 WNW, KS US","84","N","42","N","15","N","104",",N,0121,","36.6",",N,0822,","396.3",",N","811",",N"
"US1KSSH0016","2010","39.3797","-101.8979","1153.1","GOODLAND 10.3 WNW, KS US","77","N","35","N","","","","","43.9",",N,0705,","444.3",",N","",""
"US1KSSH0016","2011","39.3797","-101.8979","1153.1","GOODLAND 10.3 WNW, KS US","84","N","38","N","","","","","65.3",",N,0525,","445.3",",N","",""
"US1KSSH0016","2012","39.3797","-101.8979","1153.1","GOODLAND 10.3 WNW, KS US","61","N","28","N","","","","","25.4",",N,0404,","249.2",",N","",""
"US1KSSH0016","2013","39.3797","-101.8979","1153.1","GOODLAND 10.3 WNW, KS US","86","N","38","N","","","","","105.9",",N,0913,","447.7",",N","",""
"US1KSSH0016","2014","39.3797","-101.8979","1153.1","GOODLAND 10.3 WNW, KS US","87","N","42","N","","","","","23.4",",N,0609,","431.5",",N","",""
"US1KSSH0016","2015","39.3797","-101.8979","1153.1","GOODLAND 10.3 WNW, KS US","102","N","43","N","","","","","40.9",",N,0417,","513.1",",N","",""
"US1KSSH0016","2016","39.3797","-101.8979","1153.1","GOODLAND 10.3 WNW, KS US","82","N","29","N","","","","","46.2",",N,0629,","426.4",",N","",""
"US1KSSH0016","2017","39.3797","-101.8979","1153.1","GOODLAND 10.3 WNW, KS US","91","N","46","N","","","","","56.4",",N,0730,","653.7",",N","",""
