"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES"
"USC00244172","1952","48.55","-110.43333","923.8","HINGHAM, MT US","22","0","15","0","26.4",",0,0622,","157.4",",0"
"USC00244172","1953","48.55","-110.43333","923.8","HINGHAM, MT US","39","0","33","0","50.3",",0,0525,","380.7",",0"
"USC00244172","1954","48.55","-110.43333","923.8","HINGHAM, MT US","43","0","30","0","41.4",",0,0611,","394.5",",0"
"USC00244172","1959","48.55","-110.43333","923.8","HINGHAM, MT US","37","0","25","0","50.5",",0,0627,","248.0",",0"
"USC00244172","1960","48.55","-110.43333","923.8","HINGHAM, MT US","36","0","29","0","17.5",",0,0423,","197.5",",0"
"USC00244172","1961","48.55","-110.43333","923.8","HINGHAM, MT US","37","0","27","0","20.1",",0,0911,","159.5",",0"
"USC00244172","1962","48.55","-110.43333","923.8","HINGHAM, MT US","39","0","25","0","51.6",",0,0614,","246.8",",0"
"USC00244172","1963","48.55","-110.43333","923.8","HINGHAM, MT US","38","0","20","0","31.0",",0,0703,","163.1",",0"
"USC00244172","1964","48.55","-110.43333","923.8","HINGHAM, MT US","63","0","38","0","45.5",",0,0503,","331.3",",0"
"USC00244172","1965","48.55","-110.43333","923.8","HINGHAM, MT US","80","0","40","0","29.5",",0,0617,","378.0",",0"
"USC00244172","1966","48.55","-110.43333","923.8","HINGHAM, MT US","53","0","29","0","18.8",",0,0713,","271.2",",0"
"USC00244172","1967","48.55","-110.43333","923.8","HINGHAM, MT US","45","0","17","0","34.8",",0,0912,","191.5",",0"
"USC00244172","1968","48.55","-110.43333","923.8","HINGHAM, MT US","53","0","34","0","37.8",",0,0815,","305.7",",0"
"USC00244172","1969","48.55","-110.43333","923.8","HINGHAM, MT US","42","0","25","0","23.4",",0,0706,","188.1",",0"
"USC00244172","1970","48.55","-110.43333","923.8","HINGHAM, MT US","54","0","34","0","48.3",",0,0613,","315.3",",0"
"USC00244172","1971","48.55","-110.43333","923.8","HINGHAM, MT US","45","0","23","0","26.9",",0,0607,","206.3",",0"
"USC00244172","1972","48.55","-110.43333","923.8","HINGHAM, MT US","46","0","27","0","25.1",",0,0624,","226.6",",0"
"USC00244172","1973","48.55","-110.43333","923.8","HINGHAM, MT US","42","0","24","0","19.3",",0,0615,","209.6",",0"
"USC00244172","1975","48.55","-110.43333","923.8","HINGHAM, MT US","62","0","45","0","46.5",",0,0620,","473.1",",0"
"USC00244172","1976","48.55","-110.43333","923.8","HINGHAM, MT US","46","0","23","0","22.1",",0,0606,","197.2",",0"
"USC00244172","1980","48.55","-110.43333","923.8","HINGHAM, MT US","53","0","40","0","27.9",",0,0627,","285.8",",0"
"USC00244172","1981","48.55","-110.43333","923.8","HINGHAM, MT US","40","0","26","0","31.5",",0,0330,","243.7",",0"
"USC00244172","1982","48.55","-110.43333","923.8","HINGHAM, MT US","49","0","33","0","31.8",",0,0528,","269.5",",0"
