"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DSND","DSND_ATTRIBUTES","DSNW","DSNW_ATTRIBUTES","EMSD","EMSD_ATTRIBUTES","EMSN","EMSN_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES"
"USC00140313","1958","37.0631","-97.0399","340.8","ARKANSAS CITY, KS US","81","0","64","0","18","","11","0","152",",0,1231,+","152",",0,0317,","138.7",",0,0704,","","","","","924.1",",0","634",",0"
"USC00140313","1959","37.0631","-97.0399","340.8","ARKANSAS CITY, KS US","82","0","56","0","11","","4","0","178",",0,0101,","76",",0,0201,","64.5",",0,1002,","","","","","972.5",",0","151",",0"
"USC00140313","1960","37.0631","-97.0399","340.8","ARKANSAS CITY, KS US","94","0","65","0","27","","12","0","254",",0,0303,","127",",0,0228,","55.1",",0,0826,","","","","","864.4",",0","506",",0"
"USC00140313","1961","37.0631","-97.0399","340.8","ARKANSAS CITY, KS US","80","0","55","0","7","","6","0","152",",0,0207,","102",",0,0207,","162.1",",0,0913,","","","","","1236.0",",0","291",",0"
"USC00140313","1962","37.0631","-97.0399","340.8","ARKANSAS CITY, KS US","78","0","60","0","18","","5","0","127",",0,0119,","51",",0,0119,+","58.7",",0,0710,","","","","","719.9",",0","203",",0"
"USC00140313","1963","37.0631","-97.0399","340.8","ARKANSAS CITY, KS US","59","0","35","0","13","","4","0","152",",0,1224,+","140",",0,1222,","56.9",",0,1021,","","","","","576.7",",0","215",",0"
"USC00140313","1964","37.0631","-97.0399","340.8","ARKANSAS CITY, KS US","78","0","58","0","6","","1","0","178",",0,1205,+","165",",0,1204,","121.4",",0,1026,","","","","","1042.3",",0","178",",0"
"USC00140313","1965","37.0631","-97.0399","340.8","ARKANSAS CITY, KS US","79","0","51","0","","","","","","","","","55.9",",0,1224,","","","","","593.5",",0","",""
"USC00140313","1966","37.0631","-97.0399","340.8","ARKANSAS CITY, KS US","62","0","41","0","20","","4","0","152",",0,1226,+","152",",0,1223,","57.4",",0,0627,","","","","","607.2",",0","258",",0"
"USC00140313","1967","37.0631","-97.0399","340.8","ARKANSAS CITY, KS US","88","0","57","0","8","","2","0","51",",0,1221,+","38",",0,1221,","64.5",",0,0725,","","","","","820.3",",0","76",",0"
"USC00140313","1969","37.0631","-97.0399","340.8","ARKANSAS CITY, KS US","82","0","53","0","6","","4","0","25",",0,1230,+","25",",0,0308,+","61.7",",0,0902,","","","","","933.5",",0","113",",0"
"USC00140313","1970","37.0631","-97.0399","340.8","ARKANSAS CITY, KS US","59","0","45","0","","","5","0","","","203",",0,0316,","98.3",",0,0923,","","","","","716.9",",0","516",",0"
"USC00140313","1971","37.0631","-97.0399","340.8","ARKANSAS CITY, KS US","75","0","47","0","","","5","0","","","305",",0,0222,","66.8",",0,0822,","","","","","918.2",",0","516",",0"
"USC00140313","1972","37.0631","-97.0399","340.8","ARKANSAS CITY, KS US","81","0","49","0","8","","7","0","102",",0,1118,+","102",",0,1118,","81.5",",0,0719,","","","","","686.0",",0","355",",0"
"USC00140313","1973","37.0631","-97.0399","340.8","ARKANSAS CITY, KS US","93","0","60","0","9","","6","0","102",",0,1219,+","102",",0,1219,","230.6",",0,1011,","","","","","1149.7",",0","369",",0"
"USC00140313","1974","37.0631","-97.0399","340.8","ARKANSAS CITY, KS US","85","0","55","0","","","","","","","","","59.7",",0,0828,","","","","","856.5",",0","",""
"USC00140313","1975","37.0631","-97.0399","340.8","ARKANSAS CITY, KS US","77","0","60","0","","","7","0","","","152",",0,0217,","68.6",",0,0514,","","","","","914.9",",0","583",",0"
"USC00140313","1977","37.0631","-97.0399","340.8","ARKANSAS CITY, KS US","92","0","63","0","","","","","","","","","83.6",",0,0423,","","","","","1218.6",",0","",""
"USC00140313","1978","37.0631","-97.0399","340.8","ARKANSAS CITY, KS US","79","0","47","0","","","","","","","","","61.5",",0,0828,","","","","","803.9",",0","",""
"USC00140313","1979","37.0631","-97.0399","340.8","ARKANSAS CITY, KS US","98","0","56","0","","","","","","","","","105.7",",0,1121,","","","","","827.4",",0","",""
"USC00140313","1980","37.0631","-97.0399","340.8","ARKANSAS CITY, KS US","74","0","40","0","","","","","","","","","44.5",",0,0424,","","","","","635.6",",0","",""
"USC00140313","1981","37.0631","-97.0399","340.8","ARKANSAS CITY, KS US","82","0","46","0","","","","","","","","","103.9",",0,0518,","","","","","861.5",",0","",""
"USC00140313","1982","37.0631","-97.0399","340.8","ARKANSAS CITY, KS US","88","0","55","0","","","","","","","","","87.1",",0,0707,","","","","","913.5",",0","",""
"USC00140313","1985","37.0631","-97.0399","340.8","ARKANSAS CITY, KS US","100","0","64","0","","","","","","","","","84.6",",0,0814,","","","","","1258.4",",0","",""
"USC00140313","1986","37.0631","-97.0399","340.8","ARKANSAS CITY, KS US","82","0","57","0","","","","","","","","","151.9",",0,1003,","","","","","1157.0",",0","",""
"USC00140313","1987","37.0631","-97.0399","340.8","ARKANSAS CITY, KS US","92","0","76","0","","","","","","","","","71.6",",0,0528,","","","","","1005.0",",0","",""
"USC00140313","1988","37.0631","-97.0399","340.8","ARKANSAS CITY, KS US","60","0","43","0","","","","","","","","","82.8",",0,0919,","","","","","634.3",",0","",""
"USC00140313","1989","37.0631","-97.0399","340.8","ARKANSAS CITY, KS US","77","0","49","0","","","","","","","","","120.9",",0,0611,","","","","","1018.6",",0","",""
"USC00140313","1990","37.0631","-97.0399","340.8","ARKANSAS CITY, KS US","94","0","58","0","","","0","0","","","0",",0,1231,+","50.8",",0,0911,","","","","","719.2",",0","0",",0"
"USC00140313","1991","37.0631","-97.0399","340.8","ARKANSAS CITY, KS US","90","0","51","0","","","","","","","","","62.5",",0,0830,","","","","","771.7",",0","",""
"USC00140313","1992","37.0631","-97.0399","340.8","ARKANSAS CITY, KS US","102","0","67","0","","","","","","","","","63.5",",0,0811,","","","","","973.4",",0","",""
"USC00140313","1993","37.0631","-97.0399","340.8","ARKANSAS CITY, KS US","91","0","65","0","","","","","","","","","72.4",",0,0510,","","","","","983.3",",0","",""
"USC00140313","1995","37.0631","-97.0399","340.8","ARKANSAS CITY, KS US","85","0","53","0","","","5","0","","","178",",0,0122,","69.6",",0,0531,","","","","","1121.1",",0","358",",0"
"USC00140313","1996","37.0631","-97.0399","340.8","ARKANSAS CITY, KS US","68","0","46","0","1","","0","0","51",",0,1201,","0","T,0,0202,","88.9",",0,0926,","","","","","738.0",",0","0","T,0"
"USC00140313","1997","37.0631","-97.0399","340.8","ARKANSAS CITY, KS US","78","0","52","0","3","","0","0","102",",0,0109,","0",",0,1231,+","100.3",",0,0923,","","","","","1144.5",",0","0",",0"
"USC00140313","1998","37.0631","-97.0399","340.8","ARKANSAS CITY, KS US","77","0","56","0","","","0","0","","","0",",0,1231,+","57.2",",0,1004,","","","","","1012.0",",0","0",",0"
"USC00140313","1999","37.0631","-97.0399","340.8","ARKANSAS CITY, KS US","87","0","61","0","0","","0","0","0",",0,1231,+","0",",0,1231,+","98.0",",0,1010,","","","","","1274.1",",0","0",",0"
"USC00140313","2000","37.0631","-97.0399","340.8","ARKANSAS CITY, KS US","83","0","57","0","12","","1","0","102",",0,1216,+","112",",0,1213,","48.5",",0,1106,","","","","","822.4",",0","112",",0"
"USC00140313","2001","37.0631","-97.0399","340.8","ARKANSAS CITY, KS US","63","0","40","0","4","","0","0","76",",0,0102,+","0",",0,1231,+","55.9",",0,1103,","","","","","741.9",",0","0",",0"
"USC00140313","2002","37.0631","-97.0399","340.8","ARKANSAS CITY, KS US","67","0","52","0","","","0","0","","","0",",0,1231,+","74.2",",0,0612,","","","","","1016.7",",0","0",",0"
"USC00140313","2003","37.0631","-97.0399","340.8","ARKANSAS CITY, KS US","69","0","48","0","","","2","0","","","76",",0,0226,","98.3",",0,0829,","","","","","972.6",",0","101",",0"
"USC00140313","2004","37.0631","-97.0399","340.8","ARKANSAS CITY, KS US","78","0","56","0","5","","1","0","102",",0,0204,","51",",0,0127,","53.3",",0,0304,","","","","","939.2",",0","51",",0"
"USC00140313","2005","37.0631","-97.0399","340.8","ARKANSAS CITY, KS US","","","","","0","","3","0","0",",0,1231,+","25",",0,1219,+","","","","","","","","","75",",0"
"USC00140313","2006","37.0631","-97.0399","340.8","ARKANSAS CITY, KS US","68","0","41","0","8","","3","0","279",",0,1201,","279",",0,1201,","125.5",",0,0712,","","","","","698.2",",0","360",",0"
"USC00140313","2007","37.0631","-97.0399","340.8","ARKANSAS CITY, KS US","105","0","71","0","","","7","0","","","178",",0,0121,","85.3",",0,0321,","","","","","1473.8",",0","560",",0"
"USC00140313","2008","37.0631","-97.0399","340.8","ARKANSAS CITY, KS US","89","0","62","0","6","","4","0","102",",0,0201,","76",",0,0201,","81.0",",0,0912,","","","","","1221.7",",0","242",",0"
"USC00140313","2010","37.0631","-97.0399","340.8","ARKANSAS CITY, KS US","79","0","51","0","20","","5","0","203",",0,0130,","165",",0,0321,","111.5",",0,0614,","","","","","896.1",",0","437",",0"
"USC00140313","2011","37.0631","-97.0399","340.8","ARKANSAS CITY, KS US","75","7","48","7","","","","","","","","","99.1",",7,0713,","","","","","826.7",",7","",""
"USC00140313","2012","37.0631","-97.0399","340.8","ARKANSAS CITY, KS US","57","7","36","7","","","","","","","","","91.9",",7,0826,","","","","","612.8",",7","",""
"USC00140313","2013","37.0631","-97.0399","340.8","ARKANSAS CITY, KS US","93","7","62","7","","","","","","","","","84.6",",7,0724,","","","","","1122.2",",7","",""
"USC00140313","2014","37.0631","-97.0399","340.8","ARKANSAS CITY, KS US","75","7","50","7","","","","","","","","","58.7",",7,0526,","","","","","891.0",",7","",""
"USC00140313","2015","37.0631","-97.0399","340.8","ARKANSAS CITY, KS US","99","7","60","7","8","","3","7","102",",7,0301,","97",",7,0301,","82.6",",7,0524,","","","","","1056.1",",7","186",",7"
"USC00140313","2016","37.0631","-97.0399","340.8","ARKANSAS CITY, KS US","98","7","56","7","2","","2","7","25",",7,1218,+","25",",7,1218,+","64.0",",7,0517,","","","","","1075.0",",7","50",",7"
"USC00140313","2017","37.0631","-97.0399","340.8","ARKANSAS CITY, KS US","87","7","52","7","0","","0","7","0",",7,1231,+","0","T,7,0405,+","122.9",",7,0806,","","","","","1069.4",",7","0","T,7"
