"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DSND","DSND_ATTRIBUTES","DSNW","DSNW_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMSD","EMSD_ATTRIBUTES","EMSN","EMSN_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","EVAP","EVAP_ATTRIBUTES","FZF0","FZF0_ATTRIBUTES","FZF1","FZF1_ATTRIBUTES","FZF2","FZF2_ATTRIBUTES","FZF3","FZF3_ATTRIBUTES","FZF4","FZF4_ATTRIBUTES","FZF5","FZF5_ATTRIBUTES","FZF6","FZF6_ATTRIBUTES","FZF7","FZF7_ATTRIBUTES","FZF8","FZF8_ATTRIBUTES","FZF9","FZF9_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","MN01","MN01_ATTRIBUTES","MX01","MX01_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","WDMV","WDMV_ATTRIBUTES"
"USC00417140","1958","28.6575","-96.5553","6.1","POINT COMFORT, TX US","","","","","89","0","66","0","0","","0","0","0","0","7","0","","","","","","","-3.3","0,0213,","0",",0,1231,+","0",",0,1231,+","63.0",",0,0921,","","","","","0.0","0,1211","","","","","","","","","0.0","0,0216","-3.3","0,0213","","","","","","","","","","","","","","","1040.8",",0","0",",0","","","","","16.82","0","",""
"USC00417140","1959","28.6575","-96.5553","6.1","POINT COMFORT, TX US","1676.7","","1676.7","0","99","0","61","0","0","","0","0","0","0","8","0","0","0","271","0","93","0","-5.0","0,0104,","0",",0,1231,+","0",",0,1231,+","113.3",",0,1004,","37.8","0,0808,","","","-2.2","0,1107","-2.2","0,1107","","","","","","","-3.3","0,0122","-3.3","0,0122","-5.0","0,0104","","","","","636.3","","636.3","0","","","","","1366.4",",0","0",",0","21.05","0","25.94","0","16.16","0","",""
"USC00417140","1960","28.6575","-96.5553","6.1","POINT COMFORT, TX US","","","","","99","0","68","0","0","","0","0","0","0","12","0","0","0","285","0","74","0","-3.9","0,0225,+","0",",0,1231,+","0",",0,1231,+","372.1",",0,0626,","36.7","0,0728,","","","-0.6","0,1221","","","","","","","","","-1.1","0,0304","-3.3","0,0226","","","","","","","788.1","","788.1","0","","","","","1927.3",",0","0",",0","20.99","0","25.71","0","16.28","0","",""
"USC00417140","1961","28.6575","-96.5553","6.1","POINT COMFORT, TX US","1590.7","","1590.7","0","73","0","45","0","0","","0","0","0","0","7","0","0","0","292","0","37","0","-2.2","0,0130,+","0",",0,1231,+","0",",0,1231,+","126.2",",0,1113,","34.4","0,0906,+","","","-0.6","0,1213","","","","","","","","","-2.2","0,0130","-2.2","0,0130","","","","","","","","","","","","","","","1386.1",",0","0",",0","21.15","0","25.88","0","16.42","0","",""
"USC00417140","1962","28.6575","-96.5553","6.1","POINT COMFORT, TX US","","","","","67","0","33","0","0","","0","0","","","","","","","","","","","","","0",",0,1231,+","0","T,0,0109,","107.7",",0,0423,","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","671.1",",0","0","T,0","","","","","","","",""
"USC00417140","1963","28.6575","-96.5553","6.1","POINT COMFORT, TX US","2012.4","","2012.4","0","58","0","34","0","0","","0","0","0","0","19","0","0","0","283","0","111","0","-8.3","0,0124,","0",",0,1231,+","0",",0,1231,+","72.4",",0,1109,","36.7","0,0807,","","","-4.4","0,1223","-4.4","0,1223","-4.4","0,1223","","","","","0.0","0,0213","-2.8","0,0212","-8.3","0,0124","-8.3","0,0124","","","","","","","","","","","544.1",",0","0",",0","22.00","0","26.97","0","17.03","0","",""
"USC00417140","1964","28.6575","-96.5553","6.1","POINT COMFORT, TX US","","","","","77","0","51","0","0","","0","0","","","","","","","","","","","","","0",",0,1231,+","0",",0,1231,+","127.0",",0,0615,","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","894.8",",0","0",",0","","","","","","","",""
"USC00417140","1965","28.6575","-96.5553","6.1","POINT COMFORT, TX US","1899.1","","1899.1","0","72","0","44","0","0","","0","0","0","0","3","0","0","0","303","0","95","0","-3.3","0,0117,","0",",0,1231,+","0",",0,1231,+","54.6",",0,0618,","36.7","0,0912,+","","","","","","","","","","","","","-1.1","0,0320","-3.3","0,0117","","","","","","","548.6","","548.6","0","     16.91","0,P,N","     27.93","0,P,N","672.1",",0","0",",0","22.35","0","26.98","0","17.72","0","53369","0"
"USC00417140","1966","28.6575","-96.5553","6.1","POINT COMFORT, TX US","1651.7","","1651.7","0","79","0","52","0","0","","0","0","0","0","12","0","0","0","274","0","64","0","-6.7","0,0130,","0",",0,1231,+","0",",0,1231,+","58.4",",0,0513,+","36.1","0,0806,","","","-1.1","0,1211","-2.8","0,1213","-4.4","0,1229","","","","","-0.6","0,0203","-6.7","0,0130","-6.7","0,0130","-6.7","0,0130","","","541.1","","541.1","0","","","     26.86","0,P,N","914.7",",0","0",",0","21.10","0","25.63","0","16.56","0","61121","0"
"USC00417140","1967","28.6575","-96.5553","6.1","POINT COMFORT, TX US","","","","","66","0","45","0","0","","0","0","0","0","3","0","","","","","","","-1.1","0,0207,+","0",",0,1231,+","0",",0,1231,+","193.0",",0,0920,","","","","","0.0","0,1223","","","","","","","","","-1.1","0,0207","","","","","","","","","553.7","","553.7","0","     15.82","0,P,N","     26.64","0,P,N","1271.8",",0","0",",0","","","","","17.40","0","78065","0"
