"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DSND","DSND_ATTRIBUTES","DSNW","DSNW_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMSD","EMSD_ATTRIBUTES","EMSN","EMSN_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","FZF0","FZF0_ATTRIBUTES","FZF1","FZF1_ATTRIBUTES","FZF2","FZF2_ATTRIBUTES","FZF3","FZF3_ATTRIBUTES","FZF4","FZF4_ATTRIBUTES","FZF5","FZF5_ATTRIBUTES","FZF6","FZF6_ATTRIBUTES","FZF7","FZF7_ATTRIBUTES","FZF8","FZF8_ATTRIBUTES","FZF9","FZF9_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES"
"USC00341083","2010","36.41194","-97.69389","351.7","BRECKINRIDGE 3 SE MESONET, OK US","1118.7","","1118.7","0","0","","0","0","0","0","101","0","14","0","200","0","76","0","-16.7","0,0109,","0",",0,1231,+","0",",0,1231,+","41.7","0,0813,","0.0","0,1004","-2.2","0,1118","-6.1","0,1125","-6.7","0,1126","-9.4","0,1206","-0.6","0,0408","-4.4","0,0322","-4.4","0,0322","-7.2","0,0224","-13.9","0,0130","2504.6","","2504.6","0","","","0",",0","14.90","0","21.09","0","8.70","0"
"USC00341083","2011","36.41194","-97.69389","351.7","BRECKINRIDGE 3 SE MESONET, OK US","1370.2","","1370.2","K","","","","","3","K","97","K","14","K","210","K","102","K","-30.6","K,0210,","","","","","43.9","K,0824,+","0.0","K,1020","-2.8","K,1103","-6.1","K,1104","-8.9","K,1206","-8.9","K,1206","-2.2","K,0405","-2.2","K,0405","-5.6","K,0306","-7.8","K,0222","-15.6","K,0211","2324.1","","2324.1","K","663.0",",K","","","15.59","K","22.78","K","8.40","K"
"USC00341083","2012","36.41194","-97.69389","351.7","BRECKINRIDGE 3 SE MESONET, OK US","1280.1","","1280.1","7","","","","","0","7","86","7","4","7","216","7","98","7","-12.8","7,1226,","","","","","44.4","7,0801,","0.0","7,1007","-2.2","7,1026","-6.1","7,1027","-6.7","7,1127","-10.0","7,1210","0.0","K,0310","-2.2","K,0309","-4.4","K,0225","-8.9","K,0212","-8.9","K,0212","1934.1","","1934.1","7","","","","","16.69","7","23.92","7","9.47","7"
"USC00341083","2013","36.41194","-97.69389","351.7","BRECKINRIDGE 3 SE MESONET, OK US","999.8","","999.8","7","","","","","0","7","125","7","14","7","184","7","72","7","-16.1","7,1210,","","","","","40.0","7,0709,","-1.1","7,1018","-7.8","7,1112","-7.8","7,1112","-7.8","7,1112","-12.2","7,1127","-0.6","7,0503","-3.3","7,0424","-8.9","7,0326","-8.9","7,0326","-8.9","7,0326","2369.4","","2369.4","7","","","","","13.93","7","20.75","7","7.11","7"
"USC00341083","2014","36.41194","-97.69389","351.7","BRECKINRIDGE 3 SE MESONET, OK US","1021.3","","1021.3","7","","","","","5","7","106","7","21","7","203","7","74","7","-21.1","7,0106,","","","","","38.9","7,0818,","-2.2","7,1031","-2.2","7,1031","-4.4","7,1111","-7.2","7,1112","-8.9","7,1113","-1.1","7,0418","-2.8","7,0415","-5.6","7,0325","-6.7","7,0317","-16.1","7,0304","2601.1","","2601.1","7","","","","","14.24","7","21.19","7","7.30","7"
"USC00341083","2015","36.41194","-97.69389","351.7","BRECKINRIDGE 3 SE MESONET, OK US","1074.8","","1074.8","7","","","","","0","7","91","7","12","7","217","7","82","7","-15.6","7,0108,+","","","","","39.4","7,0907,+","-0.6","7,1108","-4.4","7,1121","-4.4","7,1121","-7.8","7,1218","","","0.0","7,0410","-3.9","7,0404","-13.9","7,0305","-13.9","7,0305","-13.9","7,0305","2293.6","","2293.6","7","","","","","15.45","7","22.21","7","8.70","7"
"USC00341083","2016","36.41194","-97.69389","351.7","BRECKINRIDGE 3 SE MESONET, OK US","1188.8","","1188.8","7","","","","","2","7","97","7","9","7","220","7","89","7","-18.9","7,1218,","","","","","40.6","7,0724,","-4.4","7,1119","-4.4","7,1119","-4.4","7,1119","-10.6","7,1208","-10.6","7,1208","0.0","7,0408","-4.4","7,0402","-4.4","7,0402","-7.2","7,0226","-9.4","7,0118","1928.1","","1928.1","7","","","","","16.17","7","23.16","7","9.18","7"
"USC00341083","2017","36.41194","-97.69389","351.7","BRECKINRIDGE 3 SE MESONET, OK US","1045.6","","1045.6","7","","","","","1","7","80","7","9","7","214","7","69","7","-17.8","7,0107,","","","","","40.6","7,0722,","-1.1","7,1027","-3.3","7,1028","-5.0","7,1122","-11.1","7,1207","-11.1","7,1207","-3.3","7,0315","-3.3","7,0315","-5.6","7,0302","-7.2","7,0209","-11.1","7,0108","1854.6","","1854.6","7","820.7",",7","","","15.91","7","22.57","7","9.25","7"
